section,key,value
daily_mean_contact_s,day_258,1051.02
daily_mean_contact_s,day_259,1050.23
daily_mean_contact_s,day_260,1049.05
daily_mean_contact_s,day_261,1050.7
daily_mean_contact_s,day_262,1050.94
daily_mean_contact_s,day_263,1050.39
daily_mean_contact_s,day_264,1049.92
daily_mean_contact_s,day_265,1049.77
daily_mean_contact_s,day_266,1049.69
daily_mean_contact_s,day_267,1052.22
daily_mean_contact_s,day_268,1049.77
daily_mean_contact_s,day_269,1049.3
daily_mean_contact_s,day_270,1050.23
daily_mean_contact_s,day_271,1049.84
daily_mean_contact_s,day_272,1048.91
daily_mean_contact_s,day_273,1050.39
daily_mean_contact_s,day_274,1051.98
daily_mean_contact_s,day_275,1048.28
daily_mean_contact_s,day_276,1049.77
daily_mean_contact_s,day_277,1050.23
daily_mean_contact_s,day_278,1048.98
daily_mean_contact_s,day_279,1049.45
daily_mean_contact_s,day_280,1050.47
daily_mean_contact_s,day_281,1051.9
daily_mean_contact_s,day_282,1050.0
daily_mean_contact_s,day_283,1049.77
daily_mean_contact_s,day_284,1049.69
daily_mean_contact_s,day_285,1049.45
daily_mean_contact_s,day_286,1050.62
daily_mean_contact_s,day_287,1049.53
daily_mean_contact_s,day_288,1048.98
daily_mean_contact_s,day_289,1052.22
daily_mean_contact_s,day_290,1050.0
daily_mean_contact_s,day_291,1048.91
daily_mean_contact_s,day_292,1050.31
daily_mean_contact_s,day_293,1050.31
daily_mean_contact_s,day_294,1049.06
daily_mean_contact_s,day_295,1050.08
daily_mean_contact_s,day_296,1051.75
daily_mean_contact_s,day_297,1049.61
daily_mean_contact_s,day_298,1049.38
daily_mean_contact_s,day_299,1049.69
daily_mean_contact_s,day_300,1051.02
daily_mean_contact_s,day_301,1050.78
daily_mean_contact_s,day_302,1050.39
daily_mean_contact_s,day_303,1049.44
daily_mean_contact_s,day_304,1050.7
daily_mean_contact_s,day_305,1050.94
daily_mean_contact_s,day_306,1050.62
daily_mean_contact_s,day_307,1050.94
daily_mean_contact_s,day_308,1051.41
daily_mean_contact_s,day_309,1050.7
daily_mean_contact_s,day_310,1050.62
daily_mean_contact_s,day_311,1048.81
daily_mean_contact_s,day_312,1051.25
daily_mean_contact_s,day_313,1051.25
daily_mean_contact_s,day_314,1050.23
daily_mean_contact_s,day_315,1051.09
daily_mean_contact_s,day_316,1051.41
daily_mean_contact_s,day_317,1050.86
daily_mean_contact_s,day_318,1048.02
daily_mean_contact_s,day_319,1051.56
daily_mean_contact_s,day_320,1051.48
daily_mean_contact_s,day_321,1051.56
daily_mean_contact_s,day_322,1050.62
daily_mean_contact_s,day_323,1050.78
daily_mean_contact_s,day_324,1051.48
daily_mean_contact_s,day_325,1048.73
daily_mean_contact_s,day_326,1050.78
daily_mean_contact_s,day_327,1051.09
daily_mean_contact_s,day_328,1051.17
daily_mean_contact_s,day_329,1050.47
daily_mean_contact_s,day_330,1050.94
daily_mean_contact_s,day_331,1050.7
daily_mean_contact_s,day_332,1049.68
daily_mean_contact_s,day_333,1050.7
daily_mean_contact_s,day_334,1050.62
daily_mean_contact_s,day_335,1050.62
daily_mean_contact_s,day_336,1050.31
daily_mean_contact_s,day_337,1049.69
daily_mean_contact_s,day_338,1050.79
daily_mean_contact_s,day_339,1050.47
daily_mean_contact_s,day_340,1050.0
daily_mean_contact_s,day_341,1048.59
daily_mean_contact_s,day_342,1050.08
daily_mean_contact_s,day_343,1050.55
daily_mean_contact_s,day_344,1049.14
daily_mean_contact_s,day_345,1051.67
daily_mean_contact_s,day_346,1050.55
daily_mean_contact_s,day_347,1049.53
daily_mean_contact_s,day_348,1049.53
daily_mean_contact_s,day_349,1049.61
daily_mean_contact_s,day_350,1049.77
daily_mean_contact_s,day_351,1049.84
daily_mean_contact_s,day_352,1050.08
daily_mean_contact_s,day_353,1050.95
daily_mean_contact_s,day_354,1049.3
daily_mean_contact_s,day_355,1050.0
daily_mean_contact_s,day_356,1049.92
daily_mean_contact_s,day_357,1048.52
daily_mean_contact_s,day_358,1050.7
daily_mean_contact_s,day_359,1050.7
daily_mean_contact_s,day_360,1050.79
daily_mean_contact_s,day_361,1049.77
daily_mean_contact_s,day_362,1050.23
daily_mean_contact_s,day_363,1049.77
daily_mean_contact_s,day_364,1049.53
daily_mean_contact_s,day_365,1050.23
daily_mean_contact_s,day_366,1049.84
daily_mean_contact_s,day_367,1051.67
daily_mean_contact_s,day_368,1049.77
daily_mean_contact_s,day_369,1049.69
daily_mean_contact_s,day_370,1049.53
daily_mean_contact_s,day_371,1050.31
daily_mean_contact_s,day_372,1050.23
daily_mean_contact_s,day_373,1050.55
daily_mean_contact_s,day_374,1050.94
daily_mean_contact_s,day_375,1049.44
daily_mean_contact_s,day_376,1050.31
daily_mean_contact_s,day_377,1050.78
daily_mean_contact_s,day_378,1051.02
daily_mean_contact_s,day_379,1050.86
daily_mean_contact_s,day_380,1050.62
daily_mean_contact_s,day_381,1051.33
daily_mean_contact_s,day_382,1049.21
daily_mean_contact_s,day_383,1050.78
daily_mean_contact_s,day_384,1050.94
daily_mean_contact_s,day_385,1051.41
daily_mean_contact_s,day_386,1050.94
daily_mean_contact_s,day_387,1051.25
daily_mean_contact_s,day_388,1050.55
daily_mean_contact_s,day_389,1048.73
daily_mean_contact_s,day_390,1051.41
daily_mean_contact_s,day_391,1050.62
daily_mean_contact_s,day_392,1050.39
daily_mean_contact_s,day_393,1051.33
daily_mean_contact_s,day_394,1050.86
daily_mean_contact_s,day_395,1050.47
daily_mean_contact_s,day_396,1049.13
daily_mean_contact_s,day_397,1051.25
daily_mean_contact_s,day_398,1051.8
daily_mean_contact_s,day_399,1050.62
daily_mean_contact_s,day_400,1050.78
daily_mean_contact_s,day_401,1051.09
daily_mean_contact_s,day_402,1051.17
daily_mean_contact_s,day_403,1049.05
daily_mean_contact_s,day_404,1050.94
daily_mean_contact_s,day_405,1051.02
daily_mean_contact_s,day_406,1050.62
daily_mean_contact_s,day_407,1050.31
daily_mean_contact_s,day_408,1050.39
daily_mean_contact_s,day_409,1050.31
daily_mean_contact_s,day_410,1050.56
daily_mean_contact_s,day_411,1050.31
daily_mean_contact_s,day_412,1050.16
daily_mean_contact_s,day_413,1049.61
daily_mean_contact_s,day_414,1049.61
daily_mean_contact_s,day_415,1049.69
daily_mean_contact_s,day_416,1049.92
daily_mean_contact_s,day_417,1051.59
daily_mean_contact_s,day_418,1049.84
daily_mean_contact_s,day_419,1049.53
daily_mean_contact_s,day_420,1049.61
daily_mean_contact_s,day_421,1050.16
daily_mean_contact_s,day_422,1050.08
daily_mean_contact_s,day_423,1048.98
daily_mean_contact_s,day_424,1052.3
daily_mean_contact_s,day_425,1050.0
daily_mean_contact_s,day_426,1048.75
daily_mean_contact_s,day_427,1049.84
daily_mean_contact_s,day_428,1050.39
daily_mean_contact_s,day_429,1049.53
daily_mean_contact_s,day_430,1048.98
daily_mean_contact_s,day_431,1050.16
daily_mean_contact_s,day_432,1051.35
daily_mean_contact_s,day_433,1049.61
daily_mean_contact_s,day_434,1049.38
daily_mean_contact_s,day_435,1050.0
daily_mean_contact_s,day_436,1050.0
daily_mean_contact_s,day_437,1050.55
daily_mean_contact_s,day_438,1049.84
daily_mean_contact_s,day_439,1050.87
daily_mean_contact_s,day_440,1050.47
daily_mean_contact_s,day_441,1050.0
daily_mean_contact_s,day_442,1048.75
daily_mean_contact_s,day_443,1050.23
daily_mean_contact_s,day_444,1050.55
daily_mean_contact_s,day_445,1050.23
daily_mean_contact_s,day_446,1050.16
daily_mean_contact_s,day_447,1050.7
daily_mean_contact_s,day_448,1050.62
daily_mean_contact_s,day_449,1050.47
daily_mean_contact_s,day_450,1050.86
daily_mean_contact_s,day_451,1050.94
daily_mean_contact_s,day_452,1050.94
daily_mean_contact_s,day_453,1049.05
daily_mean_contact_s,day_454,1050.62
daily_mean_contact_s,day_455,1051.09
daily_mean_contact_s,day_456,1051.17
daily_mean_contact_s,day_457,1050.78
daily_mean_contact_s,day_458,1050.55
daily_mean_contact_s,day_459,1051.41
daily_mean_contact_s,day_460,1051.33
daily_mean_contact_s,day_461,1048.41
daily_mean_contact_s,day_462,1051.72
daily_mean_contact_s,day_463,1050.94
daily_mean_contact_s,day_464,1051.25
daily_mean_contact_s,day_465,1050.47
daily_mean_contact_s,day_466,1050.94
daily_mean_contact_s,day_467,1051.8
daily_mean_contact_s,day_468,1048.65
daily_mean_contact_s,day_469,1050.55
daily_mean_contact_s,day_470,1051.09
daily_mean_contact_s,day_471,1050.94
daily_mean_contact_s,day_472,1050.78
daily_mean_contact_s,day_473,1050.55
daily_mean_contact_s,day_474,1051.02
daily_mean_contact_s,day_475,1050.0
daily_mean_contact_s,day_476,1050.86
daily_mean_contact_s,day_477,1050.62
daily_mean_contact_s,day_478,1050.94
daily_mean_contact_s,day_479,1050.78
daily_mean_contact_s,day_480,1050.23
daily_mean_contact_s,day_481,1050.0
daily_mean_contact_s,day_482,1050.71
daily_mean_contact_s,day_483,1050.78
daily_mean_contact_s,day_484,1050.0
daily_mean_contact_s,day_485,1049.77
daily_mean_contact_s,day_486,1049.61
daily_mean_contact_s,day_487,1050.23
daily_mean_contact_s,day_488,1051.75
daily_mean_contact_s,day_489,1049.06
daily_mean_contact_s,day_490,1050.16
daily_mean_contact_s,day_491,1050.16
daily_mean_contact_s,day_492,1048.59
daily_mean_contact_s,day_493,1050.16
daily_mean_contact_s,day_494,1050.39
daily_mean_contact_s,day_495,1049.3
daily_mean_contact_s,day_496,1051.27
daily_mean_contact_s,day_497,1050.47
daily_mean_contact_s,day_498,1049.38
daily_mean_contact_s,day_499,1044.84
